part_number,quantity,guide_price,,,,,
350A77140020,1,280.6098,,,,,
350A77-1400-20,1,280.6098,,,,,
350A77140120,1,280.314,,,,,
350A77-1401-20,1,280.314,,,,,
350A77140320,1,130.9437,,,,,
350A77-1403-20,1,130.9437,,,,,
350A77140220,1,279.4266,,,,,
350A77-1402-20,1,279.4266,,,,,
350A77140422,1,421.7151,,,,,
350A77-1404-22,1,421.7151,,,,,
350A77140423,1,514.5528,,,,,
350A77-1404-23,1,514.5528,,,,,
350A77140431,1,428.4054,,,,,
350A77-1404-31,1,428.4054,,,,,
350A77141210,1,792.483,,,,,
350A77-1412-10,1,792.483,,,,,
350A77141211,1,733.584,,,,,
350A77-1412-11,1,733.584,,,,,
350A77141212,1,743.3541,,,,,
350A77-1412-12,1,743.3541,,,,,
350A77141310,1,566.1438,,,,,
350A77-1413-10,1,566.1438,,,,,
350A77141311,1,1154.5944,,,,,
350A77-1413-11,1,1154.5944,,,,,
350A77141312,1,673.4148,,,,,
350A77-1413-12,1,673.4148,,,,,
350A77141320,1,949.7355,,,,,
350A77-1413-20,1,949.7355,,,,,
350A77141920,1,904.8087,,,,,
350A77-1419-20,1,904.8087,,,,,
350A77141921,1,880.5531,,,,,
350A77-1419-21,1,880.5531,,,,,
350A77153721,1,133.0056,,,,,
350A77-1537-21,1,133.0056,,,,,
350A77156200,1,1931.3304,,,,,
350A77-1562-00,1,1931.3304,,,,,
350A77156201,1,1970.8371,,,,,
350A77-1562-01,1,1970.8371,,,,,
350A77156421,1,20.5668,,,,,
350A77-1564-21,1,20.5668,,,,,
350A77157105,1,2585.7096,,,,,
350A77-1571-05,1,2585.7096,,,,,
350A77250910,1,333.2013,,,,,
350A77-2509-10,1,333.2013,,,,,
350A77250911,1,354.0639,,,,,
350A77-2509-11,1,354.0639,,,,,
350A81009501,1,72.8973,,,,,
350A81-0095-01,1,72.8973,,,,,
350A822025AA,1,82.8066,,,,,
350A 82 2025 AA,1,82.8066,,,,,
350A82-2025-AA,1,82.8066,,,,,
350A822025BB,1,69.5478,,,,,
350A 82 2025 BB,1,69.5478,,,,,
350A82-2025-BB,1,69.5478,,,,,
350A8280410898,1,12.702,,,,,
350A8280860099,1,2.5665,,,,,
350A83622021,1,55.8279,,,,,
350A83-6220-21,1,55.8279,,,,,
350A84001521,1,164.1168,,,,,
350A84-0015-21,1,164.1168,,,,,
350A84001920,1,104.6175,,,,,
350A84-0019-20,1,104.6175,,,,,
350A84002001,1,6419.6865,,,,,
350A84-0020-01,1,6419.6865,,,,,
350A84002520,1,99.8064,,,,,
350A 84 0025 20,1,99.8064,,,,,
350A84-0025-20,1,99.8064,,,,,
350A84002620,1,34.7217,,,,,
350A84-0026-20,1,34.7217,,,,,
350A84002621,1,31.3809,,,,,
350A84-0026-21,1,31.3809,,,,,
350A84002720,1,19.2531,,,,,
350A 84 0027 20,1,19.2531,,,,,
350A84-0027-20,1,19.2531,,,,,
350A84003221,1,185.9016,,,,,
350A84-0032-21,1,185.9016,,,,,
350A84003320,1,94.5081,,,,,
350A84-0033-20,1,94.5081,,,,,
350A84003321,1,116.0058,,,,,
350A84-0033-21,1,116.0058,,,,,
350A84003700,1,236.9532,,,,,
350A84-0037-00,1,236.9532,,,,,
350A84003920,1,306.2487,,,,,
350A84-0039-20,1,306.2487,,,,,
350A84004420,1,139.0956,,,,,
350A 84 0044 20,1,139.0956,,,,,
350A84-0044-20,1,139.0956,,,,,
350A84004520,1,108.6717,,,,,
350A 84 0045 20,1,108.6717,,,,,
350A84-0045-20,1,108.6717,,,,,
350A84004701,1,4736.5236,,,,,
350A84-0047-01,1,4736.5236,,,,,
350A84005220,1,1637.253,,,,,
350A84-0052-20,1,1637.253,,,,,
350A84005320,1,134.0757,,,,,
350A84-0053-20,1,134.0757,,,,,
350A84005421,1,435.3132,,,,,
350A84-0054-21,1,435.3132,,,,,
350A84005420,1,609.174,,,,,
350A84-0054-20,1,609.174,,,,,
350A84005442,1,451.2342,,,,,
350A84-0054-42,1,451.2342,,,,,
350A84013001,1,107.2797,,,,,
350A84-0130-01,1,107.2797,,,,,
84 0130 01,1,107.2797,,,,,
350A84013023,1,804.1323,,,,,
350A84-0130-23,1,804.1323,,,,,
350A84013032,1,59.0817,,,,,
350A84-0130-32,1,59.0817,,,,,
350A84021120,1,618.0741,,,,,
350A84-0211-20,1,618.0741,,,,,
350A84030100,1,11585.4768,,,,,
350A84-0301-00,1,11585.4768,,,,,
350A84030202,1,1492.6068,,,,,
350A84-0302-02,1,1492.6068,,,,,
350A84030203,1,1426.4172,,,,,
350A84-0302-03,1,1426.4172,,,,,
350A84030720,1,925.419,,,,,
350A84-0307-20,1,925.419,,,,,
350A84031201,1,9447.417,,,,,
350A84-0312-01,1,9447.417,,,,,
350A84032120,1,922.4436,,,,,
350A84-0321-20,1,922.4436,,,,,
350A84101602,1,875.4114,,,,,
350A84-1016-02,1,875.4114,,,,,
350A84101603,1,819.4965,,,,,
350A84-1016-03,1,819.4965,,,,,
350A84102720,1,398.6688,,,,,
350A 84 1027 20,1,398.6688,,,,,
350A84-1027-20,1,398.6688,,,,,
350A84130920,1,70.3134,,,,,
350A84-1309-20,1,70.3134,,,,,
350A84130820,1,109.4982,,,,,
350A84-1308-20,1,109.4982,,,,,
350A84132321,1,206.1726,,,,,
350A84-1323-21,1,206.1726,,,,,
350A86001526,1,129.0732,,,,,
350A86-0015-26,1,129.0732,,,,,
350A86001541,1,142.506,,,,,
350A86-0015-41,1,142.506,,,,,
350A86002033,1,84.8598,,,,,
350A86-0020-33,1,84.8598,,,,,
350A8600220101,1,34124.9844,,,,,
350A86-0022-0101,1,34124.9844,,,,,
350A86101922,1,77.604,,,,,
350A86-1019-22,1,77.604,,,,,
350A86101925,1,175.3659,,,,,
350A86-1019-25,1,175.3659,,,,,
350A86102600,1,1348.2564,,,,,
350A86-1026-00,1,1348.2564,,,,,
350A86102720,1,84.8163,,,,,
350A86-1027-20,1,84.8163,,,,,
350A86102721,1,146.3079,,,,,
350A86-1027-21,1,146.3079,,,,,
350A86102722,1,340.2744,,,,,
350A86-1027-22,1,340.2744,,,,,
350A86102800,1,1374.7914,,,,,
350A86-1028-00,1,1374.7914,,,,,
350A86103200,1,351.7932,,,,,
350A86-1032-00,1,351.7932,,,,,
FFC 3901,1,351.7932,,,,,
350A86103201,1,390.2211,,,,,
350A86-1032-01,1,390.2211,,,,,
FFC 3902,1,390.2211,,,,,
350A86103202,1,350.4708,,,,,
350A86-1032-02,1,350.4708,,,,,
FFC 3906,1,350.4708,,,,,
350A86103720,1,444.483,,,,,
350A86-1037-20,1,444.483,,,,,
350A86103721,1,434.652,,,,,
350A86-1037-21,1,434.652,,,,,
350A86104322,1,283.7157,,,,,
350A86-1043-22,1,283.7157,,,,,
350A86104324,1,92.8203,,,,,
350A 86 1043 24,1,92.8203,,,,,
350A86-1043-24,1,92.8203,,,,,
350A86104327,1,49.4769,,,,,
350A 86 1043 27,1,49.4769,,,,,
350A86-1043-27,1,49.4769,,,,,
350A86104820,1,187.0413,,,,,
350A86-1048-20,1,187.0413,,,,,
350A86104920,1,15.4164,,,,,
350A86-1049-20,1,15.4164,,,,,
350A86105100,1,345.912,,,,,
350A86-1051-00,1,345.912,,,,,
350A86105320,1,105.7224,,,,,
350A 86 1053 20,1,105.7224,,,,,
350A86-1053-20,1,105.7224,,,,,
350A86105600,1,968.4492,,,,,
350A86-1056-00,1,968.4492,,,,,
350A86105601,1,947.7693,,,,,
350A86-1056-01,1,947.7693,,,,,
350A86105720,1,308.3019,,,,,
350A86-1057-20,1,308.3019,,,,,
350A86105602,1,998.4729,,,,,
350A86-1056-02,1,998.4729,,,,,
350A86105721,1,304.8045,,,,,
350A86-1057-21,1,304.8045,,,,,
350A86105900,1,502.8948,,,,,
350A86-1059-00,1,502.8948,,,,,
FFC 3911,1,502.8948,,,,,
350A86105901,1,669.0039,,,,,
350A86-1059-01,1,669.0039,,,,,
FFC 3912,1,669.0039,,,,,
350A86106000,1,1332.9531,,,,,
350A86-1060-00,1,1332.9531,,,,,
350A86106020,1,1166.8788,,,,,
350A86-1060-20,1,1166.8788,,,,,
350A86106100,1,1575.1959,,,,,
350A86-1061-00,1,1575.1959,,,,,
350A86106101,1,1726.9239,,,,,
350A86-1061-01,1,1726.9239,,,,,
350A86106300,1,1327.7418,,,,,
350A86-1063-00,1,1327.7418,,,,,
350A86106301,1,1722.4086,,,,,
350A86-1063-01,1,1722.4086,,,,,
350A86106720,1,118.6854,,,,,
350A86-1067-20,1,118.6854,,,,,
350A86106820,1,238.2408,,,,,
350A86-1068-20,1,238.2408,,,,,
350A86106920,1,106.6272,,,,,
350A86-1069-20,1,106.6272,,,,,
350A86106921,1,100.4415,,,,,
350A86-1069-21,1,100.4415,,,,,
350A86400103,1,1497.618,,,,,
350A86-4001-03,1,1497.618,,,,,
350A86400141,1,99.8847,,,,,
350A86-4001-41,1,99.8847,,,,,
350A86400142,1,89.4273,,,,,
350A86-4001-42,1,89.4273,,,,,
350A87008001,1,632.4465,,,,,
350A 87 0080 01,1,632.4465,,,,,
350A87-0080-01,1,632.4465,,,,,
350A87008100,1,582.2301,,,,,
350A 87 0081 00,1,582.2301,,,,,
350A87-0081-00,1,582.2301,,,,,
350A87010032,1,5.8464,,,,,
350A87-0100-32,1,5.8464,,,,,
350A8701001101,1,3120.5421,,,,,
350A87-0100-1101,1,3120.5421,,,,,
350A87008200,1,238.9542,,,,,
350A 87 0082 00,1,238.9542,,,,,
350A87-0082-00,1,238.9542,,,,,
350A87010110,1,5566.2339,,,,,
350A87-0101-10,1,5566.2339,,,,,
350A87010121,1,181.5081,,,,,
350A87-0101-21,1,181.5081,,,,,
350A87010122,1,85.1121,,,,,
350A87-0101-22,1,85.1121,,,,,
350A87010123,1,15.7731,,,,,
350A87-0101-23,1,15.7731,,,,,
350A87010212,1,1541.0571,,,,,
350A87-0102-12,1,1541.0571,,,,,
350A87010213,1,5205.5319,,,,,
350A87-0102-13,1,5205.5319,,,,,
350A87010223,1,27.9096,,,,,
350A87-0102-23,1,27.9096,,,,,
350A8701041001,1,1241.0376,,,,,
350A87-0104-1001,1,1241.0376,,,,,
350A87010411,1,188.6682,,,,,
350A87-0104-11,1,188.6682,,,,,
350A87010612,1,1134.219,,,,,
350A87-0106-12,1,1134.219,,,,,
350A8701061001,1,7698.6909,,,,,
350A87-0106-1001,1,7698.6909,,,,,
350A87010823,1,29.8584,,,,,
350A87-0108-23,1,29.8584,,,,,
350A87010811,1,151.6584,,,,,
350A87-0108-11,1,151.6584,,,,,
350A87010824,1,26.9004,,,,,
350A87-0108-24,1,26.9004,,,,,
350A8701101001,1,2954.8245,,,,,
350A87-0110-1001,1,2954.8245,,,,,
350A87011011,1,1183.6002,,,,,
350A87-0110-11,1,1183.6002,,,,,
350A87010912,1,1780.1505,,,,,
350A87-0109-12,1,1780.1505,,,,,
350A8701111101,1,2366.8959,,,,,
350A87-0111-1101,1,2366.8959,,,,,
350A8701131001,1,1875.7026,,,,,
350A87-0113-1001,1,1875.7026,,,,,
350A8701131101,1,1914.0696,,,,,
350A87-0113-1101,1,1914.0696,,,,,
350A87011811,1,487.1913,,,,,
350A87-0118-11,1,487.1913,,,,,
350A87012510,1,622.5981,,,,,
350A87-0125-10,1,622.5981,,,,,
350A87012610,1,934.4061,,,,,
350A87-0126-10,1,934.4061,,,,,
350A8701252001,1,6719.184,,,,,
350A87-0125-2001,1,6719.184,,,,,
350A89000009,1,1626.3693,,,,,
350A89-0000-09,1,1626.3693,,,,,
350A8900000901,1,1627.4481,,,,,
350A89-0000-0901,1,1627.4481,,,,,
350A8900000903,1,1750.8663,,,,,
350A89-0000-0903,1,1750.8663,,,,,
350A89000010,1,1627.7526,,,,,
350A89-0000-10,1,1627.7526,,,,,
350A89100107,1,1205.4198,,,,,
350A89-1001-07,1,1205.4198,,,,,
350A89100108,1,923.2527,,,,,
350A89-1001-08,1,923.2527,,,,,
350A89102522,1,625.3908,,,,,
350A89-1025-22,1,625.3908,,,,,
350A89102720,1,163.4991,,,,,
350A89-1027-20,1,163.4991,,,,,
350A89103200,1,256.4847,,,,,
350A89-1032-00,1,256.4847,,,,,
350A89103100,1,243.0606,,,,,
350A89-1031-00,1,243.0606,,,,,
350A89103820,1,633.1599,,,,,
350A89-1038-20,1,633.1599,,,,,
350A89103902,1,173.9565,,,,,
350A89-1039-02,1,173.9565,,,,,
350A89103922,1,43.3173,,,,,
350A89-1039-22,1,43.3173,,,,,
350A89103923,1,73.3932,,,,,
350A89-1039-23,1,73.3932,,,,,
350A89103930,1,70.8615,,,,,
350A89-1039-30,1,70.8615,,,,,
350A89103928,1,45.8055,,,,,
350A89-1039-28,1,45.8055,,,,,
350A8910510071,1,1013.5761,,,,,
350A89-1051-0071,1,1013.5761,,,,,
350AMR107121,1,132.0225,,,,,
350AMR-1071-21,1,132.0225,,,,,
350R08308621,1,203.3712,,,,,
350R08-3086-21,1,203.3712,,,,,
350R08308620,1,203.3712,,,,,
350R08-3086-20,1,203.3712,,,,,
350R08308622,1,181.7082,,,,,
350R08-3086-22,1,181.7082,,,,,
350R08308623,1,181.7082,,,,,
350R08-3086-23,1,181.7082,,,,,
355A000500108,10,7.8822,,,,,
355A 00 0500 108,10,7.8822,,,,,
355A00-0500-108,10,7.8822,,,,,
355A0005005223,2,12.18,,,,,
355A 00 0500 52 23,2,12.18,,,,,
355A00-0500-5223,2,12.18,,,,,
355A0005005226,2,8.0388,,,,,
355A 00 0500 52 26,2,8.0388,,,,,
355A00-0500-5226,2,8.0388,,,,,
355A00050087,10,12.8673,,,,,
355A 00 0500 87,10,12.8673,,,,,
355A00-0500-87,10,12.8673,,,,,
355A000500AR23,10,9.3699,,,,,
355A 00 0500 AR 23,10,9.3699,,,,,
355A00-0500-AR23,10,9.3699,,,,,
355A000500AM23,2,16.1037,,,,,
355A 00 0500 AM 23,2,16.1037,,,,,
355A00-0500-AM23,2,16.1037,,,,,
355A000500AM26,1,20.6538,,,,,
355A 00 0500 AM 26,1,20.6538,,,,,
355A00-0500-AM26,1,20.6538,,,,,
355A000500AR26,2,21.7413,,,,,
355A 00 0500 AR 26,2,21.7413,,,,,
355A00-0500-AR26,2,21.7413,,,,,
355A000500AS23,10,12.18,,,,,
355A 00 0500 AS 23,10,12.18,,,,,
355A00-0500-AS23,10,12.18,,,,,
355A000500AS26,10,8.4651,,,,,
355A 00 0500 AS 26,10,8.4651,,,,,
355A00-0500-AS26,10,8.4651,,,,,
355A00051121,1,25.2474,,,,,
355A 00 0511 21,1,25.2474,,,,,
355A00-0511-21,1,25.2474,,,,,
355A00051122,1,42.2124,,,,,
355A 00 0511 22,1,42.2124,,,,,
355A00-0511-22,1,42.2124,,,,,
355A00051124,1,25.7433,,,,,
355A 00 0511 24,1,25.7433,,,,,
355A00-0511-24,1,25.7433,,,,,
355A00051123,1,55.941,,,,,
355A 00 0511 23,1,55.941,,,,,
355A00-0511-23,1,55.941,,,,,
355A0005112503,5,10.7097,,,,,
355A 00 0511 25 03,5,10.7097,,,,,
355A00-0511-2503,5,10.7097,,,,,
355A08086054,1,209.0871,,,,,
355A08-0860-54,1,209.0871,,,,,
355A08249220,1,101.9031,,,,,
355A08-2492-20,1,101.9031,,,,,
355A08255300,1,5087.8644,,,,,
355A08-2553-00,1,5087.8644,,,,,
355A0828502001,1,554.4336,,,,,
355A08-2850-2001,1,554.4336,,,,,
355A08400750,1,1182.3909,,,,,
355A08-4007-50,1,1182.3909,,,,,
355A08413235,1,1192.7352,,,,,
355A08-4132-35,1,1192.7352,,,,,
355A08413236,1,3081.8097,,,,,
355A08-4132-36,1,3081.8097,,,,,
355A08413242,1,3028.0872,,,,,
355A08-4132-42,1,3028.0872,,,,,
355A08413330,1,94.9866,,,,,
355A 08 4133 30,1,94.9866,,,,,
355A08-4133-30,1,94.9866,,,,,
355A08413333,1,2549.9352,,,,,
355A08-4133-33,1,2549.9352,,,,,
355A08413339,1,2452.5474,,,,,
355A08-4133-39,1,2452.5474,,,,,
355A08413525,1,63.9711,,,,,
355A08-4135-25,1,63.9711,,,,,
355A08530320,1,48.8157,,,,,
355A08-5303-20,1,48.8157,,,,,
355A08530321,1,17.3391,,,,,
355A08-5303-21,1,17.3391,,,,,
355A09035720,1,94.7778,,,,,
355A09-0357-20,1,94.7778,,,,,
355A09035721,1,75.7683,,,,,
355A09-0357-21,1,75.7683,,,,,
355A09035722,1,100.9374,,,,,
355A09-0357-22,1,100.9374,,,,,
355A09035723,1,103.1298,,,,,
355A09-0357-23,1,103.1298,,,,,
355A09114200,1,139.2696,,,,,
355A09-1142-00,1,139.2696,,,,,
355A11200021,1,210.5574,,,,,
355A11-2000-21,1,210.5574,,,,,
355A11201320,1,253.3092,,,,,
355A11-2013-20,1,253.3092,,,,,
355A1120502051,1,893.6901,,,,,
355A11-2050-2051,1,893.6901,,,,,
355A12142000,1,142.7148,,,,,
355A12-1420-00,1,142.7148,,,,,
355A12141021,5,26.709,,,,,
355A12-1410-21,5,26.709,,,,,
355A1251000051,1,602.6751,,,,,
355A12-5100-0051,1,602.6751,,,,,
355A12510300,1,1117.4889,,,,,
355A12-5103-00,1,1117.4889,,,,,
355A12510621,2,304.9872,,,,,
355A12-5106-21,2,304.9872,,,,,
355A12510720,1,61.2045,,,,,
355A12-5107-20,1,61.2045,,,,,
355A12510821,1,186.8586,,,,,
355A12-5108-21,1,186.8586,,,,,
355A12511020,1,163.9341,,,,,
355A12-5110-20,1,163.9341,,,,,
355A12511320,2,34.8522,,,,,
355A12-5113-20,2,34.8522,,,,,
355A1305252501,1,527.7768,,,,,
355A13-0525-2501,1,527.7768,,,,,
355A13200020,1,213.6111,,,,,
355A13-2000-20,1,213.6111,,,,,
355A14052122,1,199.8825,,,,,
355A14-0521-22,1,199.8825,,,,,
355A1405210204,1,8490.2691,,,,,
355A14-0521-0204,1,8490.2691,,,,,
355A14052221,1,676.8165,,,,,
355A14-0522-21,1,676.8165,,,,,
355A1405223501,1,1740.8439,,,,,
355A14-0522-3501,1,1740.8439,,,,,
355A14200420,1,948.474,,,,,
355A14-2004-20,1,948.474,,,,,
355A14200520,1,280.6707,,,,,
355A14-2005-20,1,280.6707,,,,,
355A21053102,1,472.8885,,,,,
355A21-0531-02,1,472.8885,,,,,
355A21053104,1,685.9689,,,,,
355A21-0531-04,1,685.9689,,,,,
355A21202025,1,123.9141,,,,,
355A21-2020-25,1,123.9141,,,,,
355A21202026,1,120.582,,,,,
355A21-2020-26,1,120.582,,,,,
355A21203523,1,171.4335,,,,,
355A21-2035-23,1,171.4335,,,,,
355A21210700,1,395.6325,,,,,
355A21-2107-00,1,395.6325,,,,,
355A21210920,1,116.5713,,,,,
355A21-2109-20,1,116.5713,,,,,
355A21210921,1,125.2539,,,,,
355A21-2109-21,1,125.2539,,,,,
355A21211026,1,145.9686,,,,,
355A21-2110-26,1,145.9686,,,,,
355A21212020,1,14.529,,,,,
355A21-2120-20,1,14.529,,,,,
355A21212021,1,106.575,,,,,
355A21-2120-21,1,106.575,,,,,
355A21212220,1,256.6152,,,,,
355A21-2122-20,1,256.6152,,,,,
355A2121222051,1,1556.4996,,,,,
355A21-2122-2051,1,1556.4996,,,,,
355A21212221,1,118.4853,,,,,
355A21-2122-21,1,118.4853,,,,,
355A21214520,1,403.1232,,,,,
355A21-2145-20,1,403.1232,,,,,
355A21214620,1,43.7001,,,,,
355A21-2146-20,1,43.7001,,,,,
355A21214722,1,364.8084,,,,,
355A 21 2147 22,1,364.8084,,,,,
355A21-2147-22,1,364.8084,,,,,
355A21216520,1,984.8661,,,,,
355A21-2165-20,1,984.8661,,,,,
355A21216620,1,139.5393,,,,,
355A21-2166-20,1,139.5393,,,,,
355A21218121,1,233.0034,,,,,
355A 21 2181 21,1,233.0034,,,,,
355A21-2181-21,1,233.0034,,,,,
355A23052020,1,71.9838,,,,,
355A23-0520-20,1,71.9838,,,,,
355A23052021,1,109.0371,,,,,
355A23-0520-21,1,109.0371,,,,,
355A23053031,1,30.1194,,,,,
355A23-0530-31,1,30.1194,,,,,
355A23054020,1,50.5296,,,,,
355A23-0540-20,1,50.5296,,,,,
355A23054021,1,163.5774,,,,,
355A23-0540-21,1,163.5774,,,,,
355A23054030,1,182.8044,,,,,
355A23-0540-30,1,182.8044,,,,,
355A23054031,1,107.358,,,,,
355A23-0540-31,1,107.358,,,,,
355A23054120,1,317.1063,,,,,
355A23-0541-20,1,317.1063,,,,,
355A23200020,1,244.1742,,,,,
355A23-2000-20,1,244.1742,,,,,
355A2320002151,1,1378.9848,,,,,
355A23-2000-2151,1,1378.9848,,,,,
355A23200320,1,113.9874,,,,,
355A23-2003-20,1,113.9874,,,,,
355A23200420,1,306.762,,,,,
355A23-2004-20,1,306.762,,,,,
355A23200421,1,282.2976,,,,,
355A23-2004-21,1,282.2976,,,,,
355A23201020,1,329.73,,,,,
355A23-2010-20,1,329.73,,,,,
355A23201021,1,1682.1972,,,,,
355A23-2010-21,1,1682.1972,,,,,
355A23201520,2,13.9548,,,,,
355A 23 2015 20,2,13.9548,,,,,
355A23-2015-20,2,13.9548,,,,,
355A23201521,2,10.3704,,,,,
355A 23 2015 21,2,10.3704,,,,,
355A23-2015-21,2,10.3704,,,,,
355A23201522,1,10.3965,,,,,
355A 23 2015 22,1,10.3965,,,,,
355A23-2015-22,1,10.3965,,,,,
355A23202020,1,392.5527,,,,,
355A23-2020-20,1,392.5527,,,,,
355A23202040,1,91.2021,,,,,
355A23-2020-40,1,91.2021,,,,,
355A23202041,1,115.797,,,,,
355A23-2020-41,1,115.797,,,,,
355A25201027,1,99.3801,,,,,
355A25-2010-27,1,99.3801,,,,,
355A25201102,1,769.3584,,,,,
355A25-2011-02,1,769.3584,,,,,
355A25211520,1,57.594,,,,,
355A25-2115-20,1,57.594,,,,,
355A25211620,1,20.7321,,,,,
355A25-2116-20,1,20.7321,,,,,
355A27006020,1,708.0756,,,,,
355A27-0060-20,1,708.0756,,,,,
355A27006520,1,52.5741,,,,,
355A27-0065-20,1,52.5741,,,,,
355A27006301,1,174.5829,,,,,
355A27-0063-01,1,174.5829,,,,,
355A2700720001,1,1274.4804,,,,,
355A27-0072-0001,1,1274.4804,,,,,
355A27007201,1,1069.6476,,,,,
355A27-0072-01,1,1069.6476,,,,,
355A27007220,1,165.9264,,,,,
355A27-0072-20,1,165.9264,,,,,
355A27007221,1,165.1782,,,,,
355A27-0072-21,1,165.1782,,,,,
355A27007321,1,5.0895,,,,,
355A27-0073-21,1,5.0895,,,,,
355A 27 0073 21,1,5.0895,,,,,
355A27007322,5,7.3863,,,,,
355A 27 0073 22,5,7.3863,,,,,
355A27-0073-22,5,7.3863,,,,,
355A27008201,1,1306.0092,,,,,
355A27-0082-01,1,1306.0092,,,,,
355A27236820,1,275.7726,,,,,
355A27-2368-20,1,275.7726,,,,,
355A27237422,1,106.3749,,,,,
355A 27 2374 22,1,106.3749,,,,,
355A27-2374-22,1,106.3749,,,,,
355A27237821,5,26.6133,,,,,
355A 27 2378 21,5,26.6133,,,,,
355A27-2378-21,5,26.6133,,,,,
355A27238221,1,21.8979,,,,,
355A 27 2382 21,1,21.8979,,,,,
355A27-2382-21,1,21.8979,,,,,
355A27239400,1,24.2817,,,,,
355A 27 2394 00,1,24.2817,,,,,
355A27-2394-00,1,24.2817,,,,,
355A31000201M,1,131687.4978,,,,,
355A31-0002-01M,1,131687.4978,,,,,
355A31000201N,1,130546.8843,,,,,
355A31-0002-01N,1,130546.8843,,,,,
355A31000201R,1,125684.6805,,,,,
355A31-0002-01R,1,125684.6805,,,,,
355A31000202M,1,132962.8656,,,,,
355A31-0002-02M,1,132962.8656,,,,,
355A31000202N,1,136918.3467,,,,,
355A31-0002-02N,1,136918.3467,,,,,
355A31000202P,1,158439.7542,,,,,
355A31-0002-02P,1,158439.7542,,,,,
355A31000202R,1,131749.3113,,,,,
355A31-0002-02R,1,131749.3113,,,,,
355A31000202S,1,175256.7411,,,,,
355A31-0002-02S,1,175256.7411,,,,,
355A31000202T,1,144478.029,,,,,
355A31-0002-02T,1,144478.029,,,,,
355A31000202U,1,175256.7411,,,,,
355A31-0002-02U,1,175256.7411,,,,,
355A31000202V,1,164419.3251,,,,,
355A31-0002-02V,1,164419.3251,,,,,
355A31105520,1,52.6785,,,,,
355A 31 1055 20,1,52.6785,,,,,
355A31-1055-20,1,52.6785,,,,,
355A31206620,1,135.5547,,,,,
355A31-2066-20,1,135.5547,,,,,
355A31206621,1,119.6598,,,,,
355A31-2066-21,1,119.6598,,,,,
355A31444F3700,1,74620.6134,,,,,
355A31-444F-3700,1,74620.6134,,,,,
355A31888F0900,1,15172.3824,,,,,
355A31-888F-0900,1,15172.3824,,,,,
355A31888R5300,1,24.6558,,,,,
355A31-888-R5300,1,24.6558,,,,,
355A31888R6600,1,31649.3646,,,,,
355A31-888R6600,1,31649.3646,,,,,
355A32002001M,1,399487.7049,,,,,
355A32-0020-01M,1,399487.7049,,,,,
355A32002100M,1,399487.7049,,,,,
355A32-0021-00M,1,399487.7049,,,,,
355A32002201M,1,399487.7049,,,,,
355A32-0022-01M,1,399487.7049,,,,,
355A32002300M,1,399487.7049,,,,,
355A32-0023-00M,1,399487.7049,,,,,
355A32020005M,1,137483.403,,,,,
355A32-0200-05M,1,137483.403,,,,,
355A32020006M,1,192527.9028,,,,,
355A32-0200-06M,1,192527.9028,,,,,
355A32021002M,1,177564.825,,,,,
355A32-0210-02M,1,177564.825,,,,,
355A32-0211-00M,1,170840.0295,,,,,
355A32060005M,1,153469.7835,,,,,
355A32-0600-05M,1,153469.7835,,,,,
355A32060006M,1,167954.457,,,,,
355A32-0600-06M,1,167954.457,,,,,
355A32060100M,1,141783.1953,,,,,
355A32-0601-00M,1,141783.1953,,,,,
355A32070001M,1,9220.4514,,,,,
355A32-0700-01M,1,9220.4514,,,,,
355A32070100M,1,10337.5401,,,,,
355A32-0701-00M,1,10337.5401,,,,,
355A32111301,1,579.6984,,,,,
355A32-1113-01,1,579.6984,,,,,
355A32111320,1,72.4623,,,,,
355A32200124,1,21575.2083,,,,,
355A32-2001-24,1,21575.2083,,,,,
355A32200221,1,21968.5788,,,,,
355A32-2002-21,1,21968.5788,,,,,
355A32200404,1,17064.2409,,,,,
355A32-2004-04,1,17064.2409,,,,,
355A322004B1,1,396.6504,,,,,
355A32-2004-B1,1,396.6504,,,,,
355A322004C1,1,285.9429,,,,,
355A32-2004-C1,1,285.9429,,,,,
355A322004F1,1,220.2057,,,,,
355A32-2004-F1,1,220.2057,,,,,
355A322004D1,1,529.7256,,,,,
355A32-2004-D1,1,529.7256,,,,,
355A322004F2,1,281.3058,,,,,
355A32-2004-F2,1,281.3058,,,,,
355A322004G1,1,2.1228,,,,,
355A32-2004-G1,1,2.1228,,,,,
355A322004F3,1,61.7961,,,,,
355A32-2004-F3,1,61.7961,,,,,
355A322004H1,1,2824.89,,,,,
355A32-2004-H1,1,2824.89,,,,,
355A32200503,1,17445.6924,,,,,
355A32-2005-03,1,17445.6924,,,,,
355A322005A1,1,377.0058,,,,,
355A32-2005-A1,1,377.0058,,,,,
355A322005A2,1,234.813,,,,,
355A32-2005-A2,1,234.813,,,,,
355A322005A3,1,234.813,,,,,
355A32-2005-A3,1,234.813,,,,,
355A322005B1,1,570.2763,,,,,
355A32-2005-B1,1,570.2763,,,,,
355A322005C1,1,442.3254,,,,,
355A32-2005-C1,1,442.3254,,,,,
355A322005C11,1,841.2726,,,,,
355A32-2005-C11,1,841.2726,,,,,
355A32200700,1,5289.7305,,,,,
355A32-2007-00,1,5289.7305,,,,,
355A32200805,1,28666.0215,,,,,
355A32-2008-05,1,28666.0215,,,,,
355A32200920,1,9438.2472,,,,,
